id_0;fid_unidad;cod_le;cod_ue_det;des_ue_det;cod_dep;nom_dep;cod_prov;nom_prov;cod_mun;nom_mun;cod_mod_ap;modalidad;cod_le_12;cod_ue;des_ue;area;cod_depn;cant_2020;crec_anual;cant_2024
157;6229;71700011;71700013;AMANDA GONZALES DE HUAYLLAJA;6;Tarija;4;Avilez;2;Yunchara;1;Regular;71700011;71700013;AMANDA GONZALES DE HUAYLLAJA;R;1;338;3;
158;11614;81340025;81340025;CHURQUIPAMPA;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340025;81340025;CHURQUIPAMPA;R;1;917;4;
159;13169;81710018;81710024;CAITAS;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710018;81710024;CAITAS;R;1;637;5;
160;11611;81340022;81340022;QUELLAJA;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340022;81340022;QUELLAJA;R;1;234;3;
161;11615;81340026;81340026;CALAHOYO;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340026;81340026;CALAHOYO;R;1;732;3;
162;13226;81710082;81710112;SAN ISIDRO;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710082;81710112;SAN ISIDRO;R;1;560;9;
163;13181;81710031;"81710037;81710098";"2 DE AGOSTO DE SAN ISIDRO;VIRGEN DEL CARMEN";6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710031;81710037;2 DE AGOSTO DE SAN ISIDRO;R;1;562;3;
164;6293;71710042;71710040;SAN JUAN;6;Tarija;3;Gran Chaco;2;Carapari;1;Regular;71710042;71710040;SAN JUAN;R;1;373;7;
165;13168;81710017;81710023;CAON OCULTO;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710017;81710023;CAON OCULTO;R;1;15;3;
166;13212;81710067;81710094;SAN JUAN;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710067;81710094;SAN JUAN;R;1;439;4;
167;6237;71700019;71700022;FRUCTUOSO GUTIERREZ;6;Tarija;4;Avilez;2;Yunchara;1;Regular;71700019;71700022;FRUCTUOSO GUTIERREZ;R;1;58;6;
168;13245;81720015;81720016;LA HONDURA;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720015;81720016;LA HONDURA;R;1;692;3;
169;6280;71710024;71710024;21 DE SEPTIEMBRE DE RIO NEGRO;6;Tarija;3;Gran Chaco;2;Carapari;1;Regular;71710024;71710024;21 DE SEPTIEMBRE DE RIO NEGRO;R;1;597;9;
170;11979;81390016;81390016;OKE ORCO;5;Potosi;10;Sur Lipez;3;San Antonio de Esmoraca;1;Regular;81390016;81390016;OKE ORCO;R;1;949;9;
171;13290;81720062;81720063;QUEBRADA DE CAAS;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720062;81720063;QUEBRADA DE CAAS;R;1;459;7;
172;13171;81710020;81710020;CAMPO GRANDE A;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710020;81710020;CAMPO GRANDE A;R;1;967;2;
173;3076;61710029;61710021;LA MORA;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;61710029;61710021;LA MORA;R;2;653;4;
174;13203;81710057;"81710057;81710104";"CAMPO GRANDE B;DEFENSORES DEL CHACO";6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710057;81710104;DEFENSORES DEL CHACO;R;1;246;9;
175;11649;81340061;81340061;MCAL. ANDRES DE SANTA CRUZ;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340061;81340061;MCAL. ANDRES DE SANTA CRUZ;R;1;696;9;
176;6239;71700021;71700024;QUEBRADA HONDA;6;Tarija;4;Avilez;2;Yunchara;1;Regular;71700021;71700024;QUEBRADA HONDA;R;1;371;10;
177;11616;81340027;81340027;SGTO. MAXIMILIANO PAREDES;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340027;81340027;SGTO. MAXIMILIANO PAREDES;R;1;200;7;
178;13242;81720012;81720013;15 DE ABRIL;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720012;81720013;15 DE ABRIL;R;1;617;3;
179;6301;71710050;71710050;17 DE AGOSTO;6;Tarija;3;Gran Chaco;2;Carapari;1;Regular;71710050;71710050;17 DE AGOSTO;R;1;120;0;
180;11976;81390013;81390013;CALAMA DE SAN ANTONIO DE ESMORUCO;5;Potosi;10;Sur Lipez;3;San Antonio de Esmoraca;1;Regular;81390013;81390013;CALAMA DE SAN ANTONIO DE ESMORUCO;R;1;891;0;
181;13293;81720065;81720066;RUMICANCHA;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720065;81720066;RUMICANCHA;R;1;776;9;
182;12985;81680044;81680045;LOMA ALTA;6;Tarija;3;Gran Chaco;2;Carapari;1;Regular;81680044;81680045;LOMA ALTA;R;1;847;7;
183;11981;81390018;81390018;EDUARDO ABAROA EL THOLAR;5;Potosi;10;Sur Lipez;3;San Antonio de Esmoraca;1;Regular;81390018;81390018;EDUARDO ABAROA EL THOLAR;R;1;582;2;
184;2796;61390001;61390001;PROF. FLORENCIO MAMANI TOCONAS;5;Potosi;10;Sur Lipez;3;San Antonio de Esmoraca;1;Regular;61390001;61390001;PROF. FLORENCIO MAMANI TOCONAS;R;1;183;5;
185;11651;81340063;81340063;HUANACUNI ALTO;6;Tarija;4;Avilez;2;Yunchara;1;Regular;81340063;81340063;HUANACUNI ALTO;R;1;341;6;
186;11656;81340068;81340070;BERQUE B;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340068;81340070;BERQUE B;R;1;790;9;
187;6277;71710021;71710021;VILLA DEL CARMEN;6;Tarija;3;Gran Chaco;2;Carapari;1;Regular;71710021;71710021;VILLA DEL CARMEN;R;1;411;10;
188;11613;81340024;81340024;BERQUE A;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340024;81340024;BERQUE A;R;1;839;5;
189;13241;81720011;81720012;CEBOLLAHUAYCO;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720011;81720012;CEBOLLAHUAYCO;R;1;785;9;
190;13253;81720023;81720024;OROZAS CENTRO;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720023;81720024;OROZAS CENTRO;R;1;671;9;
191;13190;81710041;81710047;LIMITAS;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710041;81710047;LIMITAS;R;1;951;3;
192;11621;81340033;81340033;QUESERA;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340033;81340033;QUESERA;R;1;402;9;
193;13232;81720002;81720002;ALISOS DEL CARMEN;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720002;81720002;ALISOS DEL CARMEN;R;1;497;7;
194;13309;81720083;81720079;ROSILLAS II;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720083;81720079;ROSILLAS II;R;1;857;6;
195;13288;81720060;81720061;OROZAS ABAJO;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720060;81720061;OROZAS ABAJO;R;1;342;4;
196;13307;81720081;81720086;TIERRA VIVA DE ROSILLAS;6;Tarija;2;Arce;1;Padcaya;2;Alternativa;81720081;81720086;TIERRA VIVA DE ROSILLAS;R;1;839;3;
197;11988;81390025;81390025;CASA GRANDE;5;Potosi;10;Sur Lipez;2;Mojinete;1;Regular;81390025;81390025;CASA GRANDE;R;1;54;3;
198;13285;81720056;81720057;ROSILLAS I;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720056;81720057;ROSILLAS I;R;1;619;7;
199;11638;81340050;81340050;SAN PEDRO;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340050;81340050;SAN PEDRO;R;1;276;8;
200;13175;81710024;81710030;27 DE MAYO;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710024;81710030;27 DE MAYO;R;1;105;8;
201;6267;71710011;71710011;BOLIVIA DE CARAPARI;6;Tarija;3;Gran Chaco;2;Carapari;1;Regular;71710011;71710011;BOLIVIA DE CARAPARI;R;1;764;9;
202;13243;81720013;81720014;EL SAIRE;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720013;81720014;EL SAIRE;R;1;91;4;
203;13208;81710063;81710092;PEA COLORADA;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710063;81710092;PEA COLORADA;R;1;88;10;
204;11618;81340030;81340030;CASIRA CHICA;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340030;81340030;CASIRA CHICA;R;1;635;5;
205;13207;81710062;81710091;SANTA MARTHA;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710062;81710091;SANTA MARTHA;R;1;221;1;
206;11604;81340015;81340067;JUNIN A;6;Tarija;4;Avilez;2;Yunchara;1;Regular;81340015;81340067;JUNIN A;U;1;622;6;
207;13289;81720061;81720062;OROZAS ARRIBA;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720061;81720062;OROZAS ARRIBA;R;1;190;8;
208;6249;71700031;71700034;YUTICANCHA;6;Tarija;4;Avilez;2;Yunchara;1;Regular;71700031;71700034;YUTICANCHA;R;1;734;7;
209;11644;81340056;81340056;SAGNASTI;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340056;81340056;SAGNASTI;R;1;570;5;
210;13268;81720038;81720039;PEDRO FARFAN;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720038;81720039;PEDRO FARFAN;R;1;853;6;
211;6234;71700016;71700019;PELOC;6;Tarija;4;Avilez;2;Yunchara;1;Regular;71700016;71700019;PELOC;R;1;113;8;
212;6253;71700037;71700037;RUPASKA;6;Tarija;4;Avilez;2;Yunchara;1;Regular;71700037;71700037;RUPASKA;R;1;107;8;
213;13274;81720045;81720046;LA HUERTA;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720045;81720046;LA HUERTA;R;1;70;7;
214;11617;81340028;81340028;SARCARI;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340028;81340028;SARCARI;R;1;654;7;
215;6271;71710015;71710015;SAN ALBERTO;6;Tarija;3;Gran Chaco;2;Carapari;1;Regular;71710015;71710015;SAN ALBERTO;R;1;152;9;
216;13218;81710073;81710102;EL QUEBRACHAL;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710073;81710102;EL QUEBRACHAL;R;1;567;9;
217;13167;81710016;81710022;12 DE AGOSTO;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710016;81710022;12 DE AGOSTO;R;1;442;3;
218;11646;81340058;81340058;KAQUETUYA;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340058;81340058;KAQUETUYA;R;1;721;1;
219;13238;81720008;81720008;FLORENTINA CHAVARRIA;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720008;81720008;FLORENTINA CHAVARRIA;R;1;663;6;
220;13231;81720001;81720001;ABRA DE SAN MIGUEL;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720001;81720001;ABRA DE SAN MIGUEL;R;1;745;4;
221;6241;71700023;71700026;ROSARIO;6;Tarija;4;Avilez;2;Yunchara;1;Regular;71700023;71700026;ROSARIO;R;1;9;4;
222;11639;81340051;81340051;SAN MARCOS;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340051;81340051;SAN MARCOS;R;1;54;7;
223;13240;81720010;81720011;CANCHASMAYO;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720010;81720011;CANCHASMAYO;R;1;409;1;
224;13314;81720088;81720093;OROZAS NORTE;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720088;81720093;OROZAS NORTE;R;1;343;1;
225;13308;81720082;81720078;CAAS;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720082;81720078;CAAS;R;1;143;0;
226;13237;81720007;"81720007;81720088";"BLANCA NAVAJAS;CENTRO INTEGRADO CAAS";6;Tarija;2;Arce;1;Padcaya;1;Regular;81720007;81720007;BLANCA NAVAJAS;R;1;667;7;
227;13234;81720004;81720004;SACHARUNA;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720004;81720004;SACHARUNA;R;1;568;9;
228;13236;81720006;81720006;CAMACHO;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720006;81720006;CAMACHO;R;1;500;4;
229;3062;61710013;61710019;CUTAIQUI;6;Tarija;3;Gran Chaco;3;Villamontes;1;Regular;61710013;61710019;CUTAIQUI;R;1;314;0;
230;11610;81340021;81340021;VILLA CONCEPCION;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340021;81340021;VILLA CONCEPCION;R;1;755;5;
231;11655;81340067;81340069;ESQUINA GRANDE;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340067;81340069;ESQUINA GRANDE;R;1;799;3;
232;13297;81720070;81720084;ANICETO ARCE;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720070;81720084;ANICETO ARCE;R;1;890;9;
233;13298;81720071;"81720073;81720083";"RENE BARRIENTOS ORTUO;ESTELA COCA";6;Tarija;2;Arce;1;Padcaya;1;Regular;81720071;81720073;RENE BARRIENTOS ORTUO;R;1;408;6;
234;6261;71710004;71710004;15 DE ABRIL DE CAITAS;6;Tarija;3;Gran Chaco;2;Carapari;1;Regular;71710004;71710004;15 DE ABRIL DE CAITAS;R;1;76;2;
235;6269;71710013;71710013;CELSO RAFFAELLI;6;Tarija;3;Gran Chaco;2;Carapari;1;Regular;71710013;71710013;CELSO RAFFAELLI;R;1;849;7;
236;13187;81710037;81710043;YUQUIRENDA;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710037;81710043;YUQUIRENDA;R;1;914;4;
237;11645;81340057;81340057;SANTO ROSARIO;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340057;81340057;SANTO ROSARIO;R;1;992;8;
238;11653;81340065;81340029;LUIS ESPINAL CAMPS;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340065;81340029;LUIS ESPINAL CAMPS;R;1;665;5;
239;11637;81340049;81340049;2 DE AGOSTO;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340049;81340049;2 DE AGOSTO;R;1;879;6;
240;13191;81710042;81710048;EL PALMAR;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710042;81710048;EL PALMAR;R;1;402;10;
241;13178;81710027;81710033;OJO DEL AGUA;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710027;81710033;OJO DEL AGUA;R;1;820;5;
242;13192;81710043;81710049;RUFINO SALAZAR;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710043;81710049;RUFINO SALAZAR;R;1;670;5;
243;13166;81710015;81710021;CAMPO NUEZ;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710015;81710021;CAMPO NUEZ;R;1;620;9;
244;11647;81340059;81340059;HIGUERAS;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340059;81340059;HIGUERAS;R;1;426;7;
245;6232;71700014;71700017;PAPACHACRA FRONTERA;6;Tarija;4;Avilez;2;Yunchara;1;Regular;71700014;71700017;PAPACHACRA FRONTERA;R;1;840;8;
246;13273;81720043;81720044;PROF. ARGIDIA COCA AGUIRRE;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720043;81720044;PROF. ARGIDIA COCA AGUIRRE;R;1;452;0;
247;11619;81340031;81340031;TICKA CANCHA;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340031;81340031;TICKA CANCHA;R;1;956;9;
248;12951;81680009;81680009;CHIQUIACA;6;Tarija;6;Burnet O'Connor;1;Entre Rios (La Moreta);1;Regular;81680009;81680009;CHIQUIACA;R;1;634;7;
249;13303;81720076;81720077;TACUARA;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720076;81720077;TACUARA;R;1;18;8;
250;13176;81710025;81710031;AGUAYRENDA;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710025;81710031;AGUAYRENDA;R;1;378;9;
251;6275;71710019;71710019;10 DE JUNIO;6;Tarija;3;Gran Chaco;2;Carapari;1;Regular;71710019;71710019;10 DE JUNIO;R;1;705;4;
252;11623;81340035;81340035;VILLA ROSARIO;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340035;81340035;VILLA ROSARIO;R;1;994;8;
253;11625;81340037;81340037;ESQUILOMA;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340037;81340037;ESQUILOMA;R;1;221;9;
254;11980;81390017;81390017;FRANCIA DE GUADALUPE;5;Potosi;10;Sur Lipez;3;San Antonio de Esmoraca;1;Regular;81390017;81390017;FRANCIA DE GUADALUPE;R;1;190;7;
255;13281;81720052;81720053;EL FUERTE;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720052;81720053;EL FUERTE;R;1;32;10;
256;13282;81720053;81720054;QUEAHUAYCO;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720053;81720054;QUEAHUAYCO;R;1;416;5;
257;13170;81710019;81710025;EL BAGUAL;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710019;81710025;EL BAGUAL;R;1;774;0;
258;6221;71700003;71700004;FELIX RAMOS DE BUENA VISTA;6;Tarija;4;Avilez;2;Yunchara;1;Regular;71700003;71700004;FELIX RAMOS DE BUENA VISTA;R;1;887;2;
259;3103;61710066;61710075;NUEVA ESPERANZA;6;Tarija;3;Gran Chaco;3;Villamontes;1;Regular;61710066;61710075;NUEVA ESPERANZA;R;1;630;9;
260;11986;81390023;81390023;EDUARDO ABAROA DE PUEBLO VIEJO;5;Potosi;10;Sur Lipez;2;Mojinete;1;Regular;81390023;81390023;EDUARDO ABAROA DE PUEBLO VIEJO;R;1;386;6;
261;11648;81340060;81340060;MOJONIOJ;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340060;81340060;MOJONIOJ;R;1;426;6;
262;6223;71700005;71700006;ANICETO ARCE DE CARRETAS;6;Tarija;4;Avilez;2;Yunchara;1;Regular;71700005;71700006;ANICETO ARCE DE CARRETAS;R;1;679;10;
263;11634;81340046;81340046;OROPEZA;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340046;81340046;OROPEZA;R;1;109;8;
264;13278;81720049;81720050;ELOY APARICIO RUIZ;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720049;81720050;ELOY APARICIO RUIZ;R;1;583;10;
265;13279;81720050;81720051;CHAGUAYA;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720050;81720051;CHAGUAYA;R;1;987;0;
266;12004;81400017;81400018;ANTOFAGASTA DE ZONIQUERA;5;Potosi;9;Nor Lipez;1;"Colcha""""K"""" (V.Martin)";1;Regular;81400017;81400018;ANTOFAGASTA DE ZONIQUERA;R;1;861;2;
267;13233;81720003;81720003;CABILDITO;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720003;81720003;CABILDITO;R;1;484;3;
268;13202;81710055;81710046;ITAVICUA;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710055;81710046;ITAVICUA;R;1;427;7;
269;13110;81700001;81700001;PROF. WALTER MADALLENO LEMA;6;Tarija;4;Avilez;1;Uriondo;1;Regular;81700001;81700001;PROF. WALTER MADALLENO LEMA;R;1;408;5;
270;11620;81340032;81340032;QUICHINA;5;Potosi;8;Sur Chichas;1;Tupiza;1;Regular;81340032;81340032;QUICHINA;R;1;180;1;
271;13270;81720040;81720041;EL MOLLAR;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720040;81720041;EL MOLLAR;R;1;819;1;
272;11632;81340044;81340044;MOJO;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340044;81340044;MOJO;R;1;802;9;
273;11636;81340048;81340048;CERRO REDONDO;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340048;81340048;CERRO REDONDO;R;1;858;8;
274;6228;71700010;71700012;JOSE BALLIVIAN;6;Tarija;4;Avilez;2;Yunchara;1;Regular;71700010;71700012;JOSE BALLIVIAN;R;1;133;4;
275;6289;71710037;71710037;MANUEL CUELLAR;6;Tarija;3;Gran Chaco;2;Carapari;1;Regular;71710037;71710037;MANUEL CUELLAR;R;1;94;8;
276;6300;71710049;71710049;PETRONA SANGUINO;6;Tarija;3;Gran Chaco;2;Carapari;1;Regular;71710049;71710049;PETRONA SANGUINO;R;1;216;5;
277;6299;71710048;71710048;20 DE AGOSTO;6;Tarija;3;Gran Chaco;2;Carapari;2;Alternativa;71710048;71710048;20 DE AGOSTO;R;1;989;5;
278;6260;71710003;"71710003;71710046";"3 DE MAYO MAANA;3 DE MAYO TARDE";6;Tarija;3;Gran Chaco;2;Carapari;1;Regular;71710003;71710003;3 DE MAYO MAANA;R;1;204;9;
279;13124;81700015;81700015;GUARANGUAY SUD;6;Tarija;4;Avilez;1;Uriondo;1;Regular;81700015;81700015;GUARANGUAY SUD;R;1;88;2;
280;11984;81390021;81390021;ANTOFAGASTA DE CASA PINTADA;5;Potosi;10;Sur Lipez;2;Mojinete;1;Regular;81390021;81390021;ANTOFAGASTA DE CASA PINTADA;R;1;880;0;
281;6248;71700030;71700033;TEOFILO ALARCON;6;Tarija;4;Avilez;2;Yunchara;1;Regular;71700030;71700033;TEOFILO ALARCON;R;1;575;7;
282;6257;71700042;71700041;YUNCHARA;6;Tarija;4;Avilez;2;Yunchara;2;Alternativa;71700042;71700041;YUNCHARA;R;1;48;3;
283;12954;81680012;81680012;CHIQUIACA NORTE;6;Tarija;6;Burnet O'Connor;1;Entre Rios (La Moreta);1;Regular;81680012;81680012;CHIQUIACA NORTE;R;1;876;5;
284;3082;61710036;61710036;CREVAUX NORTE;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;61710036;61710036;CREVAUX NORTE;R;2;435;7;
285;13206;81710061;81710090;15 DE ABRIL DE TATARENDA;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710061;81710090;15 DE ABRIL DE TATARENDA;R;1;665;2;
286;6245;71700027;71700030;LINDAURA ANZUATEGUI DE CAMPERO;6;Tarija;4;Avilez;2;Yunchara;1;Regular;71700027;71700030;LINDAURA ANZUATEGUI DE CAMPERO;R;1;356;3;
287;13295;81720067;81720068;ANTONIO VERA;6;Tarija;2;Arce;1;Padcaya;1;Regular;81720067;81720068;ANTONIO VERA;R;1;387;8;
288;11967;81390004;81390004;VILLA IMPERIAL;5;Potosi;10;Sur Lipez;1;San Pablo de Lipez;1;Regular;81390004;81390004;VILLA IMPERIAL;R;1;227;10;
289;13173;81710022;81710028;SAN FRANCISCO DEL INTI;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710022;81710028;SAN FRANCISCO DEL INTI;R;1;63;7;
290;13115;81700006;81700006;CAMPO DE VASCO;6;Tarija;4;Avilez;1;Uriondo;1;Regular;81700006;81700006;CAMPO DE VASCO;R;1;777;4;
291;6219;71700001;71700001;ARENALES;6;Tarija;4;Avilez;2;Yunchara;1;Regular;71700001;71700001;ARENALES;R;1;615;7;
292;13111;81700002;81700002;SAN ANTONIO;6;Tarija;4;Avilez;1;Uriondo;1;Regular;81700002;81700002;SAN ANTONIO;R;1;21;8;
293;13184;81710034;81710040;VILLA INGAVI;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710034;81710040;VILLA INGAVI;R;1;168;6;
294;11624;81340036;81340036;CHAQUICOCHA;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340036;81340036;CHAQUICOCHA;R;1;546;8;
295;3083;61710037;61710037;CREVAUX SUD;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;61710037;61710037;CREVAUX SUD;R;1;439;4;
296;6273;71710017;71710017;SANTA ROSA;6;Tarija;3;Gran Chaco;2;Carapari;1;Regular;71710017;71710017;SANTA ROSA;R;1;6;7;
297;13126;81700017;81700017;FELIPE ARAOS CAMPERO;6;Tarija;4;Avilez;1;Uriondo;1;Regular;81700017;81700017;FELIPE ARAOS CAMPERO;R;1;431;3;
298;6262;71710005;71710005;SANTA ROSA DE AGUA BLANCA;6;Tarija;3;Gran Chaco;2;Carapari;1;Regular;71710005;71710005;SANTA ROSA DE AGUA BLANCA;R;1;451;1;
299;11633;81340045;81340045;SELOCHA;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340045;81340045;SELOCHA;R;1;441;2;
300;13125;81700016;81700016;HUGO CAMPERO MEALLA;6;Tarija;4;Avilez;1;Uriondo;1;Regular;81700016;81700016;HUGO CAMPERO MEALLA;R;1;91;8;
301;13227;81710083;81710113;VILLA SAN ANTONIO;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710083;81710113;VILLA SAN ANTONIO;R;1;234;4;
302;11622;81340034;81340034;ELIZARDO PEREZ;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340034;81340034;ELIZARDO PEREZ;R;1;160;7;
303;13133;81700025;81700025;MONTE MONTE;6;Tarija;4;Avilez;1;Uriondo;1;Regular;81700025;81700025;MONTE MONTE;R;1;986;5;
304;11657;81340069;81340071;FRANZ TAMAYO DE CHIPIHUAYCO;5;Potosi;15;Modesto Omiste;1;Villazon;1;Regular;81340069;81340071;FRANZ TAMAYO DE CHIPIHUAYCO;R;1;714;2;
305;6266;71710010;71710010;BOLIVIA DE IIGUAZU;6;Tarija;3;Gran Chaco;2;Carapari;1;Regular;71710010;71710010;BOLIVIA DE IIGUAZU;R;1;181;3;
306;3084;61710038;61710038;YUCHAN;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;61710038;61710038;YUCHAN;R;2;248;3;
307;3081;61710035;61710033;SAMAIGUATE;6;Tarija;3;Gran Chaco;3;Villamontes;1;Regular;61710035;61710033;SAMAIGUATE;R;2;693;1;
308;6230;71700012;71700015;MUAYO;6;Tarija;4;Avilez;2;Yunchara;1;Regular;71700012;71700015;MUAYO;R;1;550;8;
309;11987;81390024;81390024;LA CIENEGA;5;Potosi;10;Sur Lipez;2;Mojinete;1;Regular;81390024;81390024;LA CIENEGA;R;1;75;5;
310;13222;81710078;81710108;NUEVO AMANECER;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710078;81710108;NUEVO AMANECER;R;1;455;5;
311;13140;81700032;81700032;19 DE MARZO;6;Tarija;4;Avilez;1;Uriondo;1;Regular;81700032;81700032;19 DE MARZO;R;1;218;6;
312;13151;81700044;81700046;SAN JOSE DE CHARAJA;6;Tarija;4;Avilez;1;Uriondo;2;Alternativa;81700044;81700046;SAN JOSE DE CHARAJA;R;2;848;8;
313;12997;81680056;81680057;PROF. JUAN SAAVEDRA MEALLA;6;Tarija;6;Burnet O'Connor;1;Entre Rios (La Moreta);1;Regular;81680056;81680057;PROF. JUAN SAAVEDRA MEALLA;R;1;254;4;
314;13228;81710084;81710114;EL CHIRIMOYAL;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710084;81710114;EL CHIRIMOYAL;R;1;428;2;
315;12085;81410049;81410053;CASILDA;5;Potosi;8;Sur Chichas;1;Tupiza;1;Regular;81410049;81410053;CASILDA;R;1;919;5;
316;11985;81390022;81390022;BONETE PALCA;5;Potosi;10;Sur Lipez;2;Mojinete;1;Regular;81390022;81390022;BONETE PALCA;R;1;982;0;
317;13174;81710023;81710029;VILLA EL CARMEN;6;Tarija;3;Gran Chaco;1;Yacuiba;1;Regular;81710023;81710029;VILLA EL CARMEN;R;1;984;9;
318;13112;81700003;81700003;SIMON BOLIVAR;6;Tarija;4;Avilez;1;Uriondo;1;Regular;81700003;81700003;SIMON BOLIVAR;R;1;52;3;
319;13132;81700024;81700024;15 DE OCTUBRE;6;Tarija;4;Avilez;1;Uriondo;1;Regular;81700024;81700024;15 DE OCTUBRE;R;1;156;2;
320;6272;71710016;71710016;3 DE MAYO DEL SALITRAL;6;Tarija;3;Gran Chaco;2;Carapari;1;Regular;71710016;71710016;3 DE MAYO DEL SALITRAL;R;1;58;3;
